#eigval	 x_n 
0.9418070900581496 	 1.470307252064327 
1.5357323745004943 	 2.470582928340048 
3.2708094751321295 	 2.4655065775308085 
5.14900005336202 	 3.166301577938639 
7.368181359327449 	 3.6380215515991092 
9.828713230548217 	 4.09143238201834 
12.49962704950644 	 4.514681517950482 
15.355470778315961 	 4.916469394978088 
18.377497121182678 	 5.300606255312224 
21.55100141424802 	 5.669924817518217 
